date,code,score,price_941,change_941,limit_up,limit_down,in_topk
2026-07-03,SZ300694,0.1344079108900389,12.248000144958496,-0.0014204960316419,0.1949999928474426,-0.1949999928474426,True
2026-07-03,SZ000951,0.1266335114147354,78.8290023803711,0.0173376817256212,0.0949999988079071,-0.0949999988079071,True
2026-07-03,SZ301222,0.1097689551723639,49.2400016784668,-0.0217850971966981,0.1949999928474426,-0.1949999928474426,True
2026-07-03,SH688068,0.1032600887919131,178.33200073242188,0.0526693202555179,0.1949999928474426,-0.1949999928474426,True
2026-07-03,SH688305,0.0982899330440088,99.56800079345705,0.0056091821752488,0.1949999928474426,-0.1949999928474426,True
2026-07-03,SZ301163,0.0964156636182647,26.06999969482422,-0.0049283420667052,0.1949999928474426,-0.1949999928474426,True
2026-07-03,SZ002696,0.0897896944649393,21.450000762939453,-0.0038552461192011,0.0949999988079071,-0.0949999988079071,True
2026-07-03,SH600490,0.0714288896284774,88.73799896240234,0.0102070942521095,0.0949999988079071,-0.0949999988079071,True
2026-07-03,SH688577,0.0701517945652745,158.4969940185547,0.0897069573402404,0.1949999928474426,-0.1949999928474426,True
2026-07-03,SZ002258,0.0605340457076062,80.66999816894531,-0.0235535558313131,0.0949999988079071,-0.0949999988079071,True
2026-07-03,SZ301008,0.0598547555601886,54.766998291015625,-0.014180302619934,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SH600480,0.0586886407429058,29.461000442504883,-0.0043290555477142,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ300885,0.0572967058480063,84.49199676513672,-0.005313049070537,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SZ300765,0.0556886904403234,206.1219940185547,0.000265953480266,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SH600449,0.0519373691143193,49.57799911499024,0.0352642238140106,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ001313,0.0514887002524895,8.357000350952148,-0.0583485439419746,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ000572,0.0490790069988958,14.230999946594238,-0.0533376261591911,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ301119,0.0474128219024322,52.81499862670898,0.0657494217157363,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SH688077,0.0441437932567612,45.73500061035156,0.0391019321978092,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SZ300931,0.0441412407701111,16.479999542236328,-0.0201098136603832,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SZ301149,0.0436664291527814,12.079999923706056,-0.0262666773051023,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SZ300418,0.0395974289626018,179.17300415039062,-0.0133060924708843,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SZ002580,0.0345179242467842,85.78099822998047,-0.0580072551965713,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SH603337,0.0335262810370194,93.25700378417967,0.0140515342354774,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SH603505,0.0306957789261964,84.31900024414062,-0.0649487599730491,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SH603608,0.0289276722368267,38.75,0.0485015995800495,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ300020,0.0266037071209045,29.28199958801269,0.024659264832735,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SZ300154,0.0240402696355212,49.7400016784668,0.0404759794473648,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SZ001319,0.0215008993361482,24.01000022888184,0.0109831802546978,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ300111,0.0205550258308323,7.484000205993652,-0.0676127821207046,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SH603338,0.0196392047206807,376.4150085449219,0.0666296184062957,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SH603273,0.0192713491803666,14.220000267028809,-0.0323014259338378,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ000601,0.0122213332726827,92.26200103759766,-0.0578813478350639,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SH603416,0.0106158104601257,87.0530014038086,-0.0098811304196715,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ002354,0.0085399774857566,27.78400039672852,-0.0742179006338119,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ001378,0.0074730505214091,27.95800018310547,-0.009140876121819,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ000700,0.0050696177852323,188.68899536132807,-0.0269831158220767,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ002584,0.003158148239796,26.62299919128418,-0.0701323375105857,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ002392,0.0010248420557202,73.4739990234375,0.0019900831393897,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ300740,4.707699676102491e-05,60.58000183105469,0.0455175004899501,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SH603286,-0.0083066655777978,54.43899917602539,0.0449493378400802,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ002235,-0.0162071778612204,39.70000076293945,0.0343225672841072,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SH601678,-0.0176142210576952,29.86000061035156,-0.0838617086410522,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SH603261,-0.0201603196137503,53.35499954223633,0.067933052778244,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ301696,-0.0203944054104098,131.00999450683594,-0.0333574190735816,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SZ300550,-0.0225160212500569,44.10599899291992,0.0160263143479824,0.1949999928474426,-0.1949999928474426,False
2026-07-03,SZ000955,-0.0227113212410179,8.543999671936035,-0.0673416182398796,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ002596,-0.0252446415523756,15.87399959564209,-0.0198992919176816,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ002652,-0.025281875958101,21.084999084472656,-0.0997830778360366,0.0949999988079071,-0.0949999988079071,False
2026-07-03,SZ301019,-0.0265289437996303,46.415000915527344,-0.039466094225645,0.1949999928474426,-0.1949999928474426,False
