sell_date,daily_ret_gross,daily_ret_net,n_held,position,gross_nav,net_nav
2026-07-06,0.002158794636032002,0.00015547870472572002,10,1.0,1.002158794636032,1.0001554787047258
2026-07-07,-0.06367318917916348,-0.06554490694192369,10,1.0,0.9383481481176094,0.9346003809255693
2026-07-08,-0.03427994700336884,-0.036210421871927724,10,1.0,0.9061816233294284,0.9007581068505901
2026-07-09,0.04991872367446861,0.04781993562114645,10,1.0,0.9514170533832916,0.943832301530411
2026-07-10,-0.014416863806203006,-0.016387044987999567,10,1.0,0.9377006033017657,0.928365679144105
2026-07-13,-0.12328250362474383,-0.12503506233813752,9,1.0,0.8220985252762913,0.8122874185797344
